set,kind,market_id,title,prefilter,prefilter_family,market_slug,event_slug,event_title
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa2281b3bb4e35b690b0424d62ebea7473a9638b21fd5bd29110b8364989fd7eb,Will the price of XRP be above $2.91 on September 1 at 12PM ET?,EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x033a3efe14986f142460ad69cd2804b5380000000000000000000000000000,Dota 2: Team Yandex vs PARIVISION (BO3) - Esports World Cup Playoffs AND Counter-Strike: Endless Journey vs BIG Academy (BO3) - CCT Europe Closed Qualifier: Series #5 Group C AND Will NJ/NY Gotham FC win on 2026-07-18? AND Will FC Seoul win on 2026-07-19?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd47820047abdd06f46fcb144d8650cc730073700496c68d93160c5d6fa67245b,"Bitcoin Up or Down - April 7, 12:20PM-12:25PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4df22f897643b94a2f67814d75d8f691fc99664603edc896ba0aa3a25f153a25,"Bitcoin Up or Down - March 13, 2:55PM-3:00PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5ce7bfff599156f7645d0cd7033f79c28f4427f777cc6c44f3a42994f8de2bb9,De'Andre Hunter: Rebounds O/U 3.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x66fc513eb277d0ed5a62d8cde493136d805be2ee7536c2cf512594c3c88f9a5f,Will the highest temperature in London be between 65-66°F on September 24?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xef7b2d13978546854315559cdb74f6586b9b1737daf2927f7d19d4bf491787ff,Will FK Lokomotiv Moskva win on 2025-10-26?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x320b336eb06cca0a14b0a96d15313f07fef97530b6988fe579dffd7d321c1efa,"Solana Up or Down - June 21, 4:25AM-4:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x9f60832539cb754d85afdf65e49b8570dcc2c5c8b7543808852e544203901314,"Solana Up or Down - July 10, 9AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x705adc24e66e915651c1baeb0e10774d467df47d0361917ba47e3eb6b989845d,"Bitcoin Up or Down - July 24, 8:30PM-8:45PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1d6c3089b4efb5c3e94a657460959fd2d542d1f98a5d2a79afc4475054c7071f,76ers vs. Kings: O/U 228.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcc426d46c1d257d6ac7a53413eec00cd6ea909669f95877f4f6f13978693bef6,"Bitcoin Up or Down - May 25, 1:30PM-1:35PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8db688fb4e531864f5b5dc9bf0570c74a873d8c622f12b578b1f4c0c4a02e671,Will the highest temperature in Madrid be 28°C on May 24?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe96a92717513aec9f22e930ddc0de80fc37102f9649d3d8fce54451c6d2374ea,"Solana Up or Down - October 3, 1AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1f9269229cbf3215c56c3697c1392a6806197d0f0a6c730cc94af6ce3531e508,Spread: Germany (-2.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe3bf860e10782c3e9cc8a7592e6bec77d6d31544e387e5cdc4599268adc4e222,"Bitcoin Up or Down - June 8, 10:30AM-10:35AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xdc09ab392309cc88d37b92e185f86a068545a7b50005e9d149a2751560e6d0d7,"Bitcoin Up or Down - December 15, 4:15AM-4:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x40c7a7aae22196dcfc9b072609ca3e59c954486e5a48fd40b42fbacaad2e339c,Will the lowest temperature in Tokyo be 10°C or below on May 5?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4294d2f557fa002102b944354ab095fca5d168943930f4df4686ff33b10a46c9,Counter-Strike: Isurus vs ODDIK Academy (BO3) - BetBoom Storm Group Stage,EXCLUDE,esports,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5d93001eed7a0bdadfdc38877b03a1e7da397b3aa71ab6062712fd14f29b01dd,Set Handicap: Domingues (-1.5) vs Skatov (+1.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb01112cbc1f2422946327d84db32391c2709509cd0b101fbd935ab41bae36771,Will the price of Solana be above $70 on February 2?,EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1ea74456b55a0ce4994976188a16c8280329303bf8bc7f40248f3fd139522d20,"XRP Up or Down - December 24, 11:30AM-11:45AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x268d019723cc2965f51984947cbdc128fecae8b3df23b7f53e5a8b9872d7346e,Will the highest temperature in San Francisco be between 68-69°F on April 4?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd0d730e295c950c1094ec0fc74d7e7c50c3a7cbf3fd93269580ae9116fd76837,Will Djurgardens IF win on 2026-07-20?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc085e4ab67bc9dfa1a676ec785a7be2465d2dc1a56259eaa551ce28a2af596f1,Will the price of XRP be above $3.06 on September 21 at 12PM ET?,EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x93f7381cda4d739888f43a5e437a625d699e88c6550511049dc96672e95f09ce,Will Microsoft (MSFT) close above $410 on May 20?,EXCLUDE,stocks,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x65477474e7eea760fa0017b58b6318b958b6c60e02ca95c4c14ad0764ca4531a,KHL: Torpedo vs. Severstal Cherepovets,EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x82301bb356cebcb3206ed053aeeb1a35502efd27dbf7b21a9efda27010a04435,Will the highest temperature in Tokyo be 29°C on May 31?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xaee007eb29fea330613f928be54bcf6cb825fac7837ebedf285736c9ee9f5e40,Spread: William & Mary Tribe (-1.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xaea2a0eb09d4117255e87cf346b1ec9c0435a767578f1da7198bcbdcb58b9f2d,Club Alianza Lima vs. CS Huancayo: O/U 2.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8df88807230f3c01937729688f11cbee3d0937cde2c92fe5f9d2b4d603d40faa,"Ethereum above 1,830 on July 17, 6PM ET?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5aa2481b0098000fcbb7ac3a7e1934dc6607d668c2bbca8e95bed5de03f2ada7,"Will the price of Ethereum be above $4,575 on September 15 at 4AM ET?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1449296b6e164e7515cef5b0f1c47ce5c27676df1bc6b536a07a1fda5cfb6322,"Will Bitcoin dip to $114,000 October 6-12?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x3c9ef5f0a0fca08a878c1da1f2cac26df9a0f8142f6ff40e7e05f90505672024,"Will the price of Bitcoin be above $66,000 on May 7?",EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf0c2dfb77545cdba4b8d04bc35d4d1de0c63e6a42bc1f8447ba3d9ddee379e91,"XRP Up or Down - May 15, 12:30AM-12:35AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x02681fe6fc227a89c77a6c8dc8c35ca8a4eda6334dcc88c0c7a0f1faa76534c4,Valorant: LOUD vs 100 Thieves - Map 2 Winner,EXCLUDE,sports_set_map,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa7b0596d1ad0ba794af08df93e2ecc07ba08f0cb5821a627139d8ef5a17afabc,Will the highest temperature in Amsterdam be 16°C on April 7?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4b01229607e6b153496aaf19388f2660e50a7b418c5669a13e07186a3a275897,"Ethereum Up or Down - July 17, 10AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1405f577dc6c166d231a728e891353b5825b41bd1501009eed872027c145c1ca,Dota 2: Ilbirs eSports vs Power Rangers - Game 2 Winner,EXCLUDE,sports_set_map,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x69bfeaf6d3e6075742b9109994753da6eb9727979ed183a9eecfc4baea0c3678,Will the price of XRP be above $2.30 on November 17?,EXCLUDE,crypto_price_level,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x7ee8e584f43ed8f77406a467004e66ab857ba4157bb592f2cffebd0a65aa2bac,"Bitcoin Up or Down - May 28, 2:55PM-3:00PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5f192aadb59af66afdba921cd0ecc5d83413971504005c06d245cb499be01eb3,"Will the announcers say ""Hattrick"" or ""Hat Trick"" during the Canada vs Morocco FIFA World Cup Match?",EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x255d7a30d9a10e2524b3b326704b45a9c4941d25d3e668041d8ae93e9d32ccea,Alabama vs. Auburn: 1H Moneyline,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4544cebe6a0036bf2915b13c367de0f25df3b18e0717c530bb05f77bb04ef5e7,"Bitcoin Up or Down - July 28, 2:45PM-3:00PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x242b62b9094ce15cca21539103e6c6ad91e4f03f712f32e283f8bf6f1e640891,"Ethereum Up or Down - February 22, 9:25AM-9:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcb172eac1f2931345d19200dd6ba144d2460f709f95e1d3a019c76037fd0459b,FC Utrecht vs. Fortuna Sittard: O/U 4.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28b09e78c1a37a9212b683d5734c0b8375e9c85777e59bb498a08debb585e941,Will Avatar: Fire and Ash win Best Costume Design at the 98th Academy Awards?,EXCLUDE,entertainment,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8de25d37b5e5c9691c597f02d7a71591207d147a89c09d621af7cee743a5f766,Will the highest temperature in Sao Paulo be 30°C on August 17?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x033ce6fd1837c0fcfdd4d1ace8efef3ae10000000000000000000000000000,LoL: Top Esports vs LGD Gaming (BO3) - LPL Group Ascend AND LoL: Deep Cross Gaming vs GAM Esports (BO5) - LCP Group Stage AND Games Total: O/U 2.5 AND LoL: ThunderTalk Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend AND LoL: Kiwoom DRX vs BNK FEARX (BO3) - LCK Round 3-4 Rise Group AND LoL: Weibo Gaming vs Ninjas in Pyjamas (BO3) - LPL Group Nirvana,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe3d75d32f6f024cbf2f009b836ca933e936614af45aaf1f60beeb082435725dc,Manchester City FC vs. AFC Bournemouth: O/U 3.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa153c22cc6132b2c98c4d60c2e122442e7a2bce9d17d13ed59d8ea2f7c70c44e,Map 3 Rounds Handicap: NRG (-2.5) vs Karmine Corp (+2.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd4d89042b49df580f27571c2a1b6078aa961bcc3ed07fbba69a4f04d7ac09444,Will Daniel Elahi Galan win the 2025 ATP Kitzbuhel tournament?,EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd60f1c0b5d84f21625beca9b3be015b7303f51499f9beb030e22c3aff97e0a67,"Bitcoin Up or Down - April 26, 4:15AM-4:20AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x21744872d4cca5f11001a04c943643e037ef325064211c2c9dfe033c593a7fde,Super Bowl LVIII: Will the 49ers win by between 7 and 14 points?,EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x49f0c6286205b50adfd04dc5b67e15bd266a188defbf180467935ef9025dfb21,NVIDIA (NVDA) Up or Down on March 27?,EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8c3971d38dcd1b5c6647251885b021929877b428b540d25528c2b4b2d224c3cc,Will the Buffalo Bills win Super Bowl LVII?,EXCLUDE,sports_league,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc8f192fbef56c2058483aa3e3a4ac028930a29d25c7d9fd79e7a241258e4ee0d,Harry Kane: 1+ goals,EXCLUDE,sports_prop,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x58114443bd9684e3dad13c6a632e996fed3561351bfc8d6d302c09e0b5bc3694,Will the highest temperature in Mexico City be 23°C on August 13?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x3626b4feb3043447fccc4820a11b73ad3fb3772c8f677f31a52364e776603a12,Will the highest temperature in Sao Paulo be 20°C on June 11?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe4c5da33114a2a8d45652cf006b8ab43d518f66c0caa4ce995b6d6b8d23570aa,Will the highest temperature in Moscow be 25°C on May 17?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe4b7ee40705aaaee85a4cf467d9965cfd452aa23c4fc9deef2d27e2773a7c9c7,Spread: Atlanta Braves (-1.5),EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd175cb129ad965de5f77426f8c0abfa45b21da1cfdbfe38d5d8c49fcfbb3cb4d,"Ethereum Up or Down - April 9, 2AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x266c19c5fcafb67bc1485e884f6cdebf64036e87d2221ef481d4aaa315f472af,Will the highest temperature in Shenzhen be 33°C on July 1?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf7d00e8a68fa5de7763d13c879d08749fce0ce282bee6624cf136358cc582804,Will Pisa SC vs. FC Internazionale Milano end in a draw?,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd3d5e4c35c62a80321201a36b7a755aa99d371aacdd9f95d11a15e9189ab12d6,Mark Williams: Rebounds O/U 2.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28cb7aae446023d54fe25f7b0d337b8a443348c97ac3a124dad5686083120196,Will the highest temperature in Seoul be 25°C on July 6?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf89968000e81d344b710193fa1c18d7f79c6d04ad06278c21c0814c39ac7ef79,"Hyperliquid Up or Down - June 26, 2:25AM-2:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x14cd9bd6964bbde16cac438655b69776eeb611ad8206b6aff4f76b84204cd410,Medvedev vs. Tsitsipas: Match O/U 22.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xac063016c9ec3b5d32147ca2d8b6e69faa25b8443711a19d8cabbb1b99bba9fd,"Ethereum Up or Down - January 11, 8:15AM-8:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf717e93e6022aa7635667a19a5a517a941f622817d55412435b6186d133339a6,"Dogecoin Up or Down - May 23, 6:15AM-6:20AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x7f9cec2134df50d4889d45bec7be22029c1f764a622d45e72632719c8549adf5,Will the lowest temperature in Seoul be 15°C on June 13?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x139785824ad615dea6cf1e36952bf70091f01966d6ad3fcbaccebc1903314cd0,"Ethereum Up or Down - April 24, 4:30PM-4:45PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcff39b7864055fbec2c3392bfbc113274cfcf3446a69b49294d23467257f70dd,Texas Rangers vs. Houston Astros: O/U 9.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x50940645bbc13d2427cc8dfad75bcbfdc3239cf681a1d0f6ae0a43af0299b0d3,Will the highest temperature in Munich be 17°C on April 10?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x07b238a57b0227be4381c33d801a72be6351309d70f52f27a1c282aaed40ffa4,Auburn Tigers vs. Arkansas Razorbacks: O/U 165.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x03719576ca7cdb7a66d8c7b29873271cd10e0153f6f244078c1960d72593605c,Will the highest temperature in Milan be 34°C on July 29?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8f49d573e6b04d979eb2af0eab181fe4d4678549a34a78e3c9856618d378ad74,"Solana Up or Down - May 15, 1:10PM-1:15PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xba6ba97e72df8051075eca9f73692d32804222a7fc28fab3081fd4a2c6118747,Will the lowest temperature in Paris be 21°C on June 18?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x13b8fc581c7c69f88fd6ef84473cca261c051698bc901358e0877400c1a8fc4b,Will Ventforet Kōfu win on 2025-11-02?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5392a76f9c4a63f567de96f40d8bcf737fdc3dfbf4a10301ee99fb8109cdd995,Will Meta (META) finish week of May 25 above $580?,EXCLUDE,stocks,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf1c7a1d3dbf729717ebdfac7781cacb1e0f330a1b7d5be68945815880432189c,"Bitcoin Up or Down - April 17, 11:40PM-11:45PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa35c615026696edfe3b274b3c52019a261f2e128e84ad2391ca718e0b293925c,"Bitcoin Up or Down - May 28, 2:25AM-2:30AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xfeb505e5d05eee7f66c12067a854987860f8d41e8a41ab182e6c75ac5bddbb9d,"Bitcoin Up or Down - May 3, 11:10AM-11:15AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x089f21519d4559f82a84edfa10de4b5374eaad53f90180c7c259950335b6435f,Henan FC vs. Shanghai Haigang FC: O/U 4.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x162b060f2f39e805083d4a7504a20169e683b597708f07731b8c2fa0aee5489c,Boston Red Sox vs. Toronto Blue Jays: O/U 7.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xca6454faf58b842770220ded8fbe97853f189ce8a9d2eb5de5e135985fb16e3e,"Bitcoin Up or Down - May 1, 2:05PM-2:10PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb0044db6d7fd011597008cc5371a2e70bf289e53a23944f952d3da2478cbc1b2,Will the highest temperature in San Francisco be between 64-65°F on April 26?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x274a867ec00b433be3f020e0266bd3a077468200d0647fb6c918ea247912744c,"Bitcoin Up or Down - May 22, 6:15PM-6:30PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x087dee470cc0349155f81145b8fdb1b79521149561f4e064d7d4207dc126889a,"Solana Up or Down - August 9, 4:25PM-4:30PM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb7ba1085694b6b709bcc8d16d9cdef91391005ded20294741a711effb7857dc9,Will the highest temperature in London be 29°C on July 15?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x64a927a74fc2aecca10050901944f0e05abe6be388af55d19f8ca20489cfacf7,"Ethereum Up or Down - June 13, 1:40AM-1:45AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x97cb8d0ec08475ba061b03c5656399a870abb70e5415b43be0fca18521d5ddc3,"Bitcoin Up or Down - May 18, 7:10AM-7:15AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcc3378166b8779770e89965dac1d38209bb6ec6286f7886448fffef70aa79690,"Ethereum Up or Down - May 10, 8:15AM-8:20AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xdafbcc16a9b95ded2b2460ef1cc4e4fe5c8290ef2e26c2b9dd7148c7a497a322,Will the highest temperature in Tokyo be 24°C on June 22?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf2e1be409f57c8bd271b2cf8299c840d07431a6ceff1aab357a921013257f9ee,"Dogecoin Up or Down - May 18, 7:00AM-7:05AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xbc9c9c61afbd957e9de36b50b4fc70941ed02d929cabed76105ad70f00020f71,Will the highest temperature in Cape Town be 22°C on May 2?,EXCLUDE,weather,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0xce146183b34753d73679aacecdaf86782452d6435d24cfbaa0667571959fd1d4,Counter-Strike: HOTU vs INOX Division (BO3) - CCT Europe Series 1 Playoffs,EXCLUDE,esports,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x802ab6a9b660a104d3b2310db6e113620ec9161f024b0152075409977155a271,Counter-Strike: ODDIK vs Procyon Gaming - Map 1 Winner,EXCLUDE,sports_set_map,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x84b1b170c6d1573716f998678663dd560ea327b1934ac0cee093835ebff62dbe,"XRP Up or Down - December 6, 12:30AM-12:45AM ET",EXCLUDE,crypto_updown,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x30fa0d5aaea0a17130c2e259d15d04677878b19915266515b994bce632bd37e1,Will AD Municipal Pérez Zeledón win on 2026-08-03?,EXCLUDE,sports_match_date,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8b8039f400c82623895dd4f97ba851f2e093b4e934ff27a9206ea3a92e02a141,Houston Astros vs. San Francisco Giants: O/U 5.5,EXCLUDE,sports_line,,,
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5315bca0b6be88658676b82c21019d7fefc8a4a0bf9a8d48ca612119d703b386,O/U 54.5,EXCLUDE,sports_line,,,
