set,kind,market_id,title,prefilter,prefilter_family,market_slug,event_slug,event_title,label,subtype,borderline,reason
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4294d2f557fa002102b944354ab095fca5d168943930f4df4686ff33b10a46c9,Counter-Strike: Isurus vs ODDIK Academy (BO3) - BetBoom Storm Group Stage,EXCLUDE,esports,,,,NotRelevant,,0,deterministic template negative (esports) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5d93001eed7a0bdadfdc38877b03a1e7da397b3aa71ab6062712fd14f29b01dd,Set Handicap: Domingues (-1.5) vs Skatov (+1.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xb01112cbc1f2422946327d84db32391c2709509cd0b101fbd935ab41bae36771,Will the price of Solana be above $70 on February 2?,EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1ea74456b55a0ce4994976188a16c8280329303bf8bc7f40248f3fd139522d20,"XRP Up or Down - December 24, 11:30AM-11:45AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x268d019723cc2965f51984947cbdc128fecae8b3df23b7f53e5a8b9872d7346e,Will the highest temperature in San Francisco be between 68-69°F on April 4?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd0d730e295c950c1094ec0fc74d7e7c50c3a7cbf3fd93269580ae9116fd76837,Will Djurgardens IF win on 2026-07-20?,EXCLUDE,sports_match_date,,,,NotRelevant,,0,deterministic template negative (sports_match_date) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc085e4ab67bc9dfa1a676ec785a7be2465d2dc1a56259eaa551ce28a2af596f1,Will the price of XRP be above $3.06 on September 21 at 12PM ET?,EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x93f7381cda4d739888f43a5e437a625d699e88c6550511049dc96672e95f09ce,Will Microsoft (MSFT) close above $410 on May 20?,EXCLUDE,stocks,,,,NotRelevant,,0,deterministic template negative (stocks) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x65477474e7eea760fa0017b58b6318b958b6c60e02ca95c4c14ad0764ca4531a,KHL: Torpedo vs. Severstal Cherepovets,EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x82301bb356cebcb3206ed053aeeb1a35502efd27dbf7b21a9efda27010a04435,Will the highest temperature in Tokyo be 29°C on May 31?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xaee007eb29fea330613f928be54bcf6cb825fac7837ebedf285736c9ee9f5e40,Spread: William & Mary Tribe (-1.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xaea2a0eb09d4117255e87cf346b1ec9c0435a767578f1da7198bcbdcb58b9f2d,Club Alianza Lima vs. CS Huancayo: O/U 2.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8df88807230f3c01937729688f11cbee3d0937cde2c92fe5f9d2b4d603d40faa,"Ethereum above 1,830 on July 17, 6PM ET?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5aa2481b0098000fcbb7ac3a7e1934dc6607d668c2bbca8e95bed5de03f2ada7,"Will the price of Ethereum be above $4,575 on September 15 at 4AM ET?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1449296b6e164e7515cef5b0f1c47ce5c27676df1bc6b536a07a1fda5cfb6322,"Will Bitcoin dip to $114,000 October 6-12?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x3c9ef5f0a0fca08a878c1da1f2cac26df9a0f8142f6ff40e7e05f90505672024,"Will the price of Bitcoin be above $66,000 on May 7?",EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf0c2dfb77545cdba4b8d04bc35d4d1de0c63e6a42bc1f8447ba3d9ddee379e91,"XRP Up or Down - May 15, 12:30AM-12:35AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x02681fe6fc227a89c77a6c8dc8c35ca8a4eda6334dcc88c0c7a0f1faa76534c4,Valorant: LOUD vs 100 Thieves - Map 2 Winner,EXCLUDE,sports_set_map,,,,NotRelevant,,0,deterministic template negative (sports_set_map) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa7b0596d1ad0ba794af08df93e2ecc07ba08f0cb5821a627139d8ef5a17afabc,Will the highest temperature in Amsterdam be 16°C on April 7?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4b01229607e6b153496aaf19388f2660e50a7b418c5669a13e07186a3a275897,"Ethereum Up or Down - July 17, 10AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x1405f577dc6c166d231a728e891353b5825b41bd1501009eed872027c145c1ca,Dota 2: Ilbirs eSports vs Power Rangers - Game 2 Winner,EXCLUDE,sports_set_map,,,,NotRelevant,,0,deterministic template negative (sports_set_map) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x69bfeaf6d3e6075742b9109994753da6eb9727979ed183a9eecfc4baea0c3678,Will the price of XRP be above $2.30 on November 17?,EXCLUDE,crypto_price_level,,,,NotRelevant,,0,deterministic template negative (crypto_price_level) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x7ee8e584f43ed8f77406a467004e66ab857ba4157bb592f2cffebd0a65aa2bac,"Bitcoin Up or Down - May 28, 2:55PM-3:00PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x5f192aadb59af66afdba921cd0ecc5d83413971504005c06d245cb499be01eb3,"Will the announcers say ""Hattrick"" or ""Hat Trick"" during the Canada vs Morocco FIFA World Cup Match?",EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x255d7a30d9a10e2524b3b326704b45a9c4941d25d3e668041d8ae93e9d32ccea,Alabama vs. Auburn: 1H Moneyline,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x4544cebe6a0036bf2915b13c367de0f25df3b18e0717c530bb05f77bb04ef5e7,"Bitcoin Up or Down - July 28, 2:45PM-3:00PM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x242b62b9094ce15cca21539103e6c6ad91e4f03f712f32e283f8bf6f1e640891,"Ethereum Up or Down - February 22, 9:25AM-9:30AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xcb172eac1f2931345d19200dd6ba144d2460f709f95e1d3a019c76037fd0459b,FC Utrecht vs. Fortuna Sittard: O/U 4.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x28b09e78c1a37a9212b683d5734c0b8375e9c85777e59bb498a08debb585e941,Will Avatar: Fire and Ash win Best Costume Design at the 98th Academy Awards?,EXCLUDE,entertainment,,,,NotRelevant,,0,deterministic template negative (entertainment) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8de25d37b5e5c9691c597f02d7a71591207d147a89c09d621af7cee743a5f766,Will the highest temperature in Sao Paulo be 30°C on August 17?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x033ce6fd1837c0fcfdd4d1ace8efef3ae10000000000000000000000000000,LoL: Top Esports vs LGD Gaming (BO3) - LPL Group Ascend AND LoL: Deep Cross Gaming vs GAM Esports (BO5) - LCP Group Stage AND Games Total: O/U 2.5 AND LoL: ThunderTalk Gaming vs Bilibili Gaming (BO3) - LPL Group Ascend AND LoL: Kiwoom DRX vs BNK FEARX (BO3) - LCK Round 3-4 Rise Group AND LoL: Weibo Gaming vs Ninjas in Pyjamas (BO3) - LPL Group Nirvana,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe3d75d32f6f024cbf2f009b836ca933e936614af45aaf1f60beeb082435725dc,Manchester City FC vs. AFC Bournemouth: O/U 3.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xa153c22cc6132b2c98c4d60c2e122442e7a2bce9d17d13ed59d8ea2f7c70c44e,Map 3 Rounds Handicap: NRG (-2.5) vs Karmine Corp (+2.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd4d89042b49df580f27571c2a1b6078aa961bcc3ed07fbba69a4f04d7ac09444,Will Daniel Elahi Galan win the 2025 ATP Kitzbuhel tournament?,EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd60f1c0b5d84f21625beca9b3be015b7303f51499f9beb030e22c3aff97e0a67,"Bitcoin Up or Down - April 26, 4:15AM-4:20AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x21744872d4cca5f11001a04c943643e037ef325064211c2c9dfe033c593a7fde,Super Bowl LVIII: Will the 49ers win by between 7 and 14 points?,EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x49f0c6286205b50adfd04dc5b67e15bd266a188defbf180467935ef9025dfb21,NVIDIA (NVDA) Up or Down on March 27?,EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x8c3971d38dcd1b5c6647251885b021929877b428b540d25528c2b4b2d224c3cc,Will the Buffalo Bills win Super Bowl LVII?,EXCLUDE,sports_league,,,,NotRelevant,,0,deterministic template negative (sports_league) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xc8f192fbef56c2058483aa3e3a4ac028930a29d25c7d9fd79e7a241258e4ee0d,Harry Kane: 1+ goals,EXCLUDE,sports_prop,,,,NotRelevant,,0,deterministic template negative (sports_prop) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x58114443bd9684e3dad13c6a632e996fed3561351bfc8d6d302c09e0b5bc3694,Will the highest temperature in Mexico City be 23°C on August 13?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x3626b4feb3043447fccc4820a11b73ad3fb3772c8f677f31a52364e776603a12,Will the highest temperature in Sao Paulo be 20°C on June 11?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe4c5da33114a2a8d45652cf006b8ab43d518f66c0caa4ce995b6d6b8d23570aa,Will the highest temperature in Moscow be 25°C on May 17?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xe4b7ee40705aaaee85a4cf467d9965cfd452aa23c4fc9deef2d27e2773a7c9c7,Spread: Atlanta Braves (-1.5),EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd175cb129ad965de5f77426f8c0abfa45b21da1cfdbfe38d5d8c49fcfbb3cb4d,"Ethereum Up or Down - April 9, 2AM ET",EXCLUDE,crypto_updown,,,,NotRelevant,,0,deterministic template negative (crypto_updown) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0x266c19c5fcafb67bc1485e884f6cdebf64036e87d2221ef481d4aaa315f472af,Will the highest temperature in Shenzhen be 33°C on July 1?,EXCLUDE,weather,,,,NotRelevant,,0,deterministic template negative (weather) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xf7d00e8a68fa5de7763d13c879d08749fce0ce282bee6624cf136358cc582804,Will Pisa SC vs. FC Internazionale Milano end in a draw?,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
a,template-bucket (Unknown & prefilter=EXCLUDE),0xd3d5e4c35c62a80321201a36b7a755aa99d371aacdd9f95d11a15e9189ab12d6,Mark Williams: Rebounds O/U 2.5,EXCLUDE,sports_line,,,,NotRelevant,,0,deterministic template negative (sports_line) — crypto/weather/sports/stocks/entertainment; not geo/elec
